model,dataset,accuracy,f1_score,precision,recall
RF,google_word2vec_review_vector_stemmed_no_sw,0.7624222222222222,0.762324393881717,0.7628661091786133,0.7624222222222222
RF,google_word2vec_review_vector_stemmed,0.7550888888888889,0.755011274890383,0.7554222217530845,0.7550888888888889
RF,google_word2vec_review_vector_lemmatized,0.7887777777777778,0.7887483698989208,0.7889453907344532,0.7887777777777778
RF,google_word2vec_review_vector_lemmatized_no_sw,0.7957777777777778,0.7957356892530625,0.7960299903822655,0.7957777777777778
RF,self_trained_word2vec_review_vector_tokenized,0.8346666666666667,0.8346286878158616,0.8349834959108848,0.8346666666666667
RF,self_trained_word2vec_review_vector_no_stopwords,0.8399555555555556,0.8398716698639361,0.8406832277928755,0.8399555555555556
RF,self_trained_word2vec_review_vector_stemmed_no_sw,0.8090444444444445,0.8089000493083125,0.8099973068104436,0.8090444444444445
RF,self_trained_word2vec_review_vector_stemmed,0.8028888888888889,0.8028400908642366,0.8031981469206613,0.8028888888888889
RF,self_trained_word2vec_review_vector_lemmatized,0.831,0.8309628683700931,0.8312999662749552,0.831
RF,self_trained_word2vec_review_vector_lemmatized_no_sw,0.8335333333333333,0.833451585842006,0.8342027274682364,0.8335333333333333
RF,roberta_review_vector_tokenized,0.8518222222222223,0.8517776946101894,0.8522561185050174,0.8518222222222223
RF,roberta_review_vector_no_stopwords,0.8322222222222222,0.8322167974912054,0.8322686655809948,0.8322222222222222
RF,roberta_review_vector_stemmed_no_sw,0.8010888888888889,0.8010854601964484,0.8011121185553611,0.8010888888888889
RF,roberta_review_vector_stemmed,0.8344444444444444,0.8344219985367782,0.8346329129043056,0.8344444444444444
RF,roberta_review_vector_lemmatized,0.8483333333333334,0.8483035112988659,0.8486160389083149,0.8483333333333334
RF,roberta_review_vector_lemmatized_no_sw,0.8292444444444445,0.8292335208172219,0.8293335345186639,0.8292444444444445
ANN,google_word2vec_review_vector_tokenized,0.8352222222222222,0.8349836682887579,0.8371947838669407,0.8352222222222222
ANN,google_word2vec_review_vector_no_stopwords,0.8353333333333334,0.8352574228062802,0.8359654234205579,0.8353333333333334
ANN,google_word2vec_review_vector_stemmed_no_sw,0.7897555555555555,0.7894568522520011,0.7914306739702056,0.7897555555555555
ANN,google_word2vec_review_vector_stemmed,0.7839777777777778,0.783470075621593,0.7866391907740838,0.7839777777777778
ANN,google_word2vec_review_vector_lemmatized,0.8347555555555556,0.834751611144324,0.8347905284569977,0.8347555555555556
ANN,google_word2vec_review_vector_lemmatized_no_sw,0.8349555555555556,0.8349063404155704,0.8353658116539998,0.8349555555555556
ANN,self_trained_word2vec_review_vector_tokenized,0.8728888888888889,0.872821224196587,0.873669909991442,0.8728888888888889
ANN,self_trained_word2vec_review_vector_no_stopwords,0.8736888888888888,0.8736603820249348,0.8740172325715763,0.8736888888888888
ANN,self_trained_word2vec_review_vector_stemmed_no_sw,0.8472,0.8471099730831265,0.8480344725302742,0.8472
ANN,self_trained_word2vec_review_vector_stemmed,0.8356666666666667,0.835377808444589,0.8380142634626345,0.8356666666666667
ANN,self_trained_word2vec_review_vector_lemmatized,0.8715111111111111,0.8714719034913303,0.8719759354209698,0.8715111111111111
ANN,self_trained_word2vec_review_vector_lemmatized_no_sw,0.8744,0.8743980387512692,0.8744259564594656,0.8744
ANN,roberta_review_vector_tokenized,0.8876666666666667,0.8875592346038891,0.8891736586121793,0.8876666666666667
ANN,roberta_review_vector_no_stopwords,0.8673777777777778,0.8673755646228701,0.8674049336128816,0.8673777777777778
ANN,roberta_review_vector_stemmed_no_sw,0.8278444444444445,0.8274676321540905,0.8307060501706783,0.8278444444444445
ANN,roberta_review_vector_stemmed,0.8683111111111111,0.8681867940560404,0.8697249949410017,0.8683111111111111
ANN,roberta_review_vector_lemmatized,0.8846,0.8845956308662307,0.8846544906287636,0.8846
ANN,roberta_review_vector_lemmatized_no_sw,0.8609555555555556,0.8609159929495779,0.8613771698637543,0.8609555555555556
